840,841,850
848,857,856
842,851,841
867,873,866
873,867,878
789,699,878
767,750,768
692,693,713
766,748,749
711,690,691
788,804,803
852,851,842
818,831,817
817,830,816
754,735,736
769,751,752
606,629,605
650,671,649
819,603,602
603,627,626
694,714,693
734,735,753
670,649,671
713,732,712
646,668,667
690,710,689
578,554,555
602,626,625
600,599,576
622,598,599
599,575,576
548,549,572
502,526,525
553,576,552
506,530,529
577,819,601
457,481,480
437,436,415
457,434,458
436,414,415
458,459,482
508,531,507
603,579,580
508,485,509
555,579,578
556,557,580
580,581,604
606,583,607
534,535,558
533,532,509
506,482,483
437,416,438
395,417,416
418,440,439
461,437,438
460,483,459
372,393,371
414,436,435
510,511,535
40,60,59
376,375,791
375,396,374
419,820,420
464,488,487
535,536,559
465,488,464
533,534,832
536,512,513
376,806,375
673,672,651
375,806,397
466,489,465
559,536,560
562,585,561
629,650,628
557,832,558
486,509,485
716,696,717
737,755,736
607,630,606
673,694,672
631,653,652
717,736,716
655,654,633
607,631,630
698,697,676
698,676,677
397,806,398
40,39,20
75,56,76
18,20,19
39,38,19
39,59,58
758,310,20
20,310,40
40,59,39
79,99,98
59,78,58
59,79,78
39,58,38
77,97,96
58,57,38
58,78,77
38,37,18
16,14,17
18,37,17
57,56,37
37,36,17
15,14,16
55,36,56
16,17,36
14,15,34
16,36,35
35,15,16
35,34,15
56,75,55
151,152,171
35,55,54
35,36,55
76,96,95
76,77,96
57,76,56
57,58,77
57,77,76
78,97,77
98,117,97
118,119,138
155,136,156
116,117,136
115,116,135
175,176,195
213,212,193
175,156,176
96,115,95
135,155,154
215,540,216
178,158,159
588,218,564
283,284,305
540,196,217
176,157,177
198,220,219
217,196,564
199,220,198
564,196,197
199,198,179
197,196,177
158,177,157
178,197,177
99,119,118
120,139,119
98,118,117
98,99,118
78,79,98
100,120,119
60,79,59
60,80,79
79,80,99
60,40,310
99,100,119
80,60,310
138,139,158
159,160,179
120,140,139
120,100,310
178,159,179
158,139,159
243,221,222
199,179,180
221,199,200
221,636,220
612,636,241
243,244,680
612,220,636
199,221,220
179,198,178
220,612,219
264,263,658
240,612,241
243,242,221
241,636,242
264,285,263
286,307,285
242,243,658
221,200,222
740,222,200
740,288,222
701,721,287
266,244,721
266,701,265
266,721,701
701,287,286
721,288,287
310,309,740
330,351,329
120,310,140
758,331,310
350,328,329
286,287,308
283,261,262
286,308,307
680,264,658
372,350,351
244,265,680
701,286,265
265,264,680
286,285,264
284,263,285
262,241,263
307,306,285
217,239,238
285,306,284
329,351,350
326,327,348
328,350,349
306,328,327
306,307,328
307,329,328
307,308,329
391,369,370
327,328,349
325,326,347
370,392,391
347,326,348
304,282,283
326,305,327
282,303,281
326,304,305
326,325,304
281,259,260
239,217,218
305,304,283
304,303,282
260,261,282
262,263,284
241,262,240
283,282,261
283,262,284
261,240,262
218,588,219
219,588,198
240,219,612
588,197,198
240,218,219
564,197,588
261,239,240
217,564,218
217,238,216
258,279,257
240,239,218
261,260,239
156,175,155
468,233,256
195,194,175
214,215,516
173,193,192
194,195,214
192,212,211
193,194,213
236,492,213
257,278,256
516,236,213
236,257,235
216,237,215
279,278,257
194,214,213
215,237,516
213,214,516
195,215,214
260,259,238
259,258,237
238,259,237
260,282,281
324,302,303
280,279,258
324,325,346
324,303,325
369,347,348
346,325,347
370,369,348
391,390,369
389,368,390
367,346,368
322,323,344
301,279,280
301,302,323
281,303,302
281,280,259
302,301,280
237,258,236
259,280,258
321,300,322
278,279,300
343,321,322
321,320,299
388,387,366
365,364,343
410,388,389
409,408,387
410,409,388
430,454,453
385,386,407
409,431,430
409,387,388
408,386,387
364,386,385
365,387,386
384,363,385
342,343,364
277,299,298
278,300,299
299,277,278
298,297,276
253,276,275
277,298,276
256,255,468
277,276,255
234,235,256
278,277,256
235,257,256
236,258,257
233,234,256
492,236,235
212,234,233
212,492,234
233,211,212
170,169,150
254,232,468
232,233,468
210,232,231
211,233,232
276,254,255
253,231,232
232,210,211
189,188,169
231,209,210
230,229,208
191,190,171
210,209,190
189,170,190
150,131,151
149,130,150
91,72,92
151,131,132
130,110,111
130,111,131
114,115,134
150,151,170
132,152,151
170,171,190
170,151,171
152,172,171
211,210,191
173,192,172
193,212,192
173,172,153
192,191,172
154,173,153
174,175,194
134,135,154
155,175,174
154,174,173
154,155,174
153,134,154
116,136,135
133,134,153
115,135,134
132,113,133
95,115,114
112,113,132
114,134,133
111,112,131
132,131,112
114,113,94
114,133,113
73,93,92
93,112,92
112,93,113
92,72,73
53,73,72
55,75,74
54,74,73
94,113,93
75,94,74
75,95,94
35,54,34
55,74,54
34,33,14
52,53,72
14,33,13
34,53,33
71,52,72
34,54,53
13,32,12
33,53,52
32,31,12
29,9,10
12,31,11
32,52,51
70,51,71
32,33,52
112,111,92
90,70,71
91,111,110
91,92,111
110,90,91
110,109,90
50,51,70
31,32,51
30,50,49
31,51,50
70,89,69
68,67,48
50,30,31
29,10,30
11,10,12
11,30,10
49,48,29
68,87,67
49,68,48
69,50,70
27,8,28
7,9,8
46,27,47
8,9,28
48,67,47
87,106,86
68,88,87
108,128,127
69,89,88
89,90,109
129,128,109
107,88,108
90,89,70
108,88,89
49,69,68
49,50,69
110,129,109
187,188,207
109,128,108
129,149,148
129,148,128
205,186,206
149,168,148
149,169,168
170,189,169
209,230,208
189,208,188
272,273,294
168,187,167
168,188,187
186,167,187
148,168,167
166,147,167
128,148,147
126,127,146
107,108,127
144,125,145
106,107,126
126,146,145
127,147,146
186,166,167
146,147,166
205,185,186
165,145,146
227,205,206
185,166,186
225,246,224
224,245,223
164,165,184
185,205,204
166,165,146
184,183,164
162,143,163
125,106,126
143,124,144
105,106,125
84,65,85
64,44,45
25,26,45
46,66,65
124,105,125
104,85,105
66,46,47
26,6,7
87,86,67
106,105,86
26,7,27
4,9,7
45,26,46
7,8,27
5,6,25
5,7,6
46,26,27
45,44,25
24,5,25
44,24,25
3,4,23
4,7,5
42,22,23
4,5,24
2,4,3
63,43,44
23,4,24
84,83,64
143,144,163
65,84,64
104,103,84
84,103,83
122,142,141
63,83,82
63,64,83
122,102,103
183,163,164
23,43,42
63,82,62
44,43,24
62,42,43
62,61,42
2,3,22
41,21,22
21,2,22
1,2,21
101,81,82
81,62,82
41,42,61
61,62,81
101,102,121
123,104,124
121,102,122
101,82,102
161,142,162
122,103,123
182,162,163
142,143,162
141,142,161
121,122,141
161,162,181
181,162,182
223,202,224
226,247,225
269,291,290
181,182,201
224,246,245
183,182,163
202,201,182
183,203,202
226,204,205
248,247,226
269,290,268
203,183,184
202,182,183
123,143,142
124,125,144
122,123,142
103,104,123
123,124,143
104,105,124
144,164,163
145,165,164
202,203,224
226,205,227
184,204,203
184,185,204
246,225,247
203,204,225
249,248,227
225,204,226
250,272,271
293,315,314
291,292,313
207,229,228
292,314,313
292,293,314
335,314,336
314,315,336
380,358,359
337,338,359
357,358,379
336,359,358
401,379,380
400,399,378
356,377,355
334,313,335
356,335,357
313,314,335
268,290,289
291,313,312
246,268,267
246,247,268
290,312,311
290,291,312
267,268,289
245,246,267
289,290,311
356,355,334
311,312,333
356,334,335
333,334,355
400,378,379
399,377,378
378,356,357
378,377,356
423,447,446
447,491,446
445,421,422
399,400,443
445,422,467
421,443,422
399,443,421
446,445,467
471,470,447
469,446,491
495,539,494
493,469,470
470,515,493
471,448,472
515,494,493
494,471,495
494,539,517
494,515,471
472,495,471
519,518,495
470,471,515
470,491,447
467,423,446
424,448,447
424,423,402
467,422,423
423,401,402
423,443,401
401,380,402
339,338,317
402,380,381
379,358,380
402,403,424
382,360,361
472,448,449
471,447,448
473,496,472
496,519,495
449,473,472
520,521,544
426,450,449
474,497,473
451,450,427
474,498,497
405,426,404
427,450,426
406,428,427
475,498,474
362,384,383
406,427,405
362,361,340
383,404,382
383,382,361
359,338,360
449,425,426
403,381,382
403,382,404
381,360,382
403,425,424
404,426,425
336,337,359
336,315,337
270,271,292
316,317,338
292,271,293
228,227,206
270,249,271
270,269,248
247,248,269
226,227,248
249,250,271
249,227,228
229,251,250
250,249,228
271,272,293
250,251,272
272,294,293
295,296,317
294,316,315
294,317,316
296,318,317
340,361,339
294,295,317
297,275,276
273,295,294
273,444,295
295,444,296
274,275,297
272,251,273
250,228,229
208,229,207
230,251,229
188,208,207
189,209,208
209,231,230
232,254,253
251,252,273
231,253,252
276,253,254
275,274,253
273,274,444
273,252,274
299,320,298
341,340,319
342,341,320
342,364,363
320,319,298
296,444,297
298,319,297
320,341,319
340,318,319
339,317,318
363,384,362
383,361,362
406,384,385
405,383,384
385,407,406
453,454,477
406,407,428
386,408,407
407,429,428
408,409,430
342,363,341
364,385,363
479,503,502
574,575,598
476,452,453
452,428,429
477,476,453
475,451,452
452,476,475
477,501,500
477,500,476
524,547,523
501,524,500
480,479,456
501,525,524
573,574,597
524,525,548
502,478,479
525,549,548
525,501,502
504,528,527
549,525,526
597,574,598
549,526,550
596,595,572
549,550,573
805,645,622
644,643,774
645,644,790
666,665,644
645,667,666
668,689,667
666,687,665
666,667,688
774,643,757
644,665,643
621,774,620
621,644,774
622,621,598
790,644,621
621,597,598
620,596,597
664,642,643
617,640,616
618,619,739
620,757,619
663,642,664
662,640,641
687,686,665
707,727,726
665,664,643
685,684,663
686,706,685
686,707,706
685,663,664
662,641,663
720,641,640
642,663,641
757,739,619
642,641,739
700,594,617
739,641,720
594,595,618
720,640,617
617,618,720
617,594,618
572,595,571
596,620,619
548,572,571
573,597,596
595,596,619
572,573,596
500,499,476
500,524,523
499,523,522
499,500,523
450,474,473
451,475,474
547,546,523
638,614,615
499,522,498
545,568,544
571,594,570
571,595,594
473,497,496
498,522,521
498,521,497
522,546,545
522,545,521
546,570,569
546,569,545
592,593,679
568,569,657
569,570,593
635,591,590
657,592,591
566,567,590
568,545,569
567,568,635
567,544,568
543,544,611
521,545,544
496,520,519
496,497,520
520,587,519
517,493,494
519,587,563
566,589,565
541,518,563
539,495,518
587,542,563
518,517,539
563,542,541
542,543,566
615,614,591
614,613,590
542,566,565
567,635,590
541,542,565
543,611,566
587,543,542
587,520,543
611,567,566
611,544,567
639,638,615
590,591,614
682,660,661
659,637,638
659,660,681
613,614,637
589,590,613
660,682,681
682,703,702
723,741,722
704,723,703
702,681,682
702,703,722
724,742,723
684,704,683
723,722,703
683,704,703
725,706,726
682,683,703
662,684,683
662,661,640
662,683,661
616,639,615
661,660,639
660,638,639
637,614,638
569,592,657
570,594,593
569,593,592
594,700,593
592,679,615
593,700,679
679,616,615
700,617,616
663,684,662
685,705,684
684,705,704
685,706,705
705,725,724
705,706,725
761,762,778
761,743,744
762,779,778
794,809,808
780,795,779
813,798,799
795,796,810
837,847,846
837,846,836
854,862,861
810,823,809
824,836,823
778,794,793
795,810,809
822,821,808
778,779,794
744,743,725
761,760,743
776,760,777
742,724,743
761,777,760
778,793,777
759,742,760
741,723,742
776,759,760
792,776,777
835,834,822
845,844,835
807,792,793
834,821,822
822,808,809
821,807,808
836,845,835
846,847,855
876,875,870
880,883,879
845,846,854
853,854,861
835,844,834
845,853,844
874,875,879
883,884,886
869,874,868
875,880,879
886,887,888
885,878,887
869,875,874
870,871,876
886,884,887
884,880,881
884,885,887
881,880,876
846,855,854
847,856,855
845,854,853
855,862,854
836,846,845
836,824,837
864,863,856
869,862,863
825,837,824
838,839,848
869,870,875
869,863,870
875,876,880
871,877,876
884,881,885
876,877,881
885,882,878
885,881,882
870,864,871
870,863,864
865,857,858
864,856,857
866,865,858
871,864,865
866,873,872
878,877,872
872,873,878
872,865,866
850,849,840
849,857,848
840,849,839
858,857,849
837,838,847
839,849,848
811,825,824
826,838,825
825,838,837
826,839,838
823,810,824
811,797,812
780,796,795
811,824,810
810,796,811
780,764,781
727,745,726
763,762,745
726,744,725
745,762,744
706,707,726
728,729,747
687,707,686
687,708,707
728,746,727
764,763,746
765,781,764
797,796,781
825,812,826
811,796,797
782,797,781
798,812,797
782,765,766
747,729,748
765,782,781
766,783,782
764,747,765
764,746,747
707,708,727
709,689,710
727,708,728
688,689,709
687,688,708
687,666,688
728,709,729
708,688,709
730,748,729
766,765,748
785,801,800
800,815,814
783,799,798
829,830,842
784,800,799
784,768,785
826,813,827
816,815,801
800,814,799
827,839,826
828,827,814
828,840,827
798,813,812
799,814,813
850,859,858
859,851,860
851,850,841
859,867,866
827,840,839
828,841,840
858,859,866
860,878,867
851,859,850
851,852,860
859,860,867
852,878,860
828,829,841
830,831,843
841,829,842
828,814,815
828,815,829
816,802,817
800,801,815
800,784,785
769,786,785
817,803,818
768,750,751
787,788,803
786,802,801
787,771,788
829,816,830
829,815,816
842,830,843
803,802,787
852,843,878
852,842,843
830,817,831
802,803,817
804,818,803
804,789,818
737,756,755
788,789,804
754,772,771
772,789,788
843,789,878
831,818,789
771,772,788
755,773,772
735,754,753
736,755,754
770,771,787
753,754,771
786,787,802
786,770,787
751,732,733
753,771,770
693,714,713
715,735,734
770,752,753
714,694,715
692,671,693
608,631,607
671,672,693
715,734,714
695,715,694
695,716,715
693,672,694
650,629,651
670,671,692
650,672,671
627,649,648
628,650,649
712,692,713
691,669,670
712,691,692
648,649,670
692,691,670
712,711,691
712,732,731
713,714,733
752,733,734
751,769,768
753,752,734
769,785,768
770,769,752
770,786,769
784,767,768
766,749,767
732,751,750
733,752,751
750,749,731
750,767,749
711,730,710
731,749,730
690,711,710
712,731,711
669,690,668
669,691,690
624,646,805
624,625,646
622,645,790
805,646,645
626,647,625
647,669,668
601,602,625
648,669,647
604,627,603
648,647,626
576,553,577
603,626,602
600,601,625
600,576,577
574,551,575
529,553,552
622,623,805
599,600,623
575,551,552
550,526,527
574,550,551
574,573,550
528,551,527
551,550,527
504,503,480
527,526,503
454,430,431
453,429,430
526,502,503
501,478,502
411,433,432
432,431,410
479,455,456
410,389,411
432,455,431
479,478,455
457,480,456
481,504,480
482,506,505
527,503,504
505,528,504
529,552,528
432,433,456
412,391,413
456,433,457
460,436,437
457,433,434
432,410,411
390,411,389
390,391,412
392,413,391
434,433,412
412,413,434
414,393,415
413,435,434
413,392,414
457,458,481
435,436,459
507,483,484
458,435,459
458,482,481
530,507,531
459,483,482
459,436,460
555,531,532
530,553,529
507,506,483
505,504,481
507,530,506
554,553,530
529,505,506
529,528,505
600,577,601
553,554,577
626,627,648
604,628,627
603,819,578
602,601,819
603,578,579
819,577,578
603,580,604
579,555,580
531,555,554
556,580,555
557,556,832
556,555,532
510,533,509
832,532,533
510,534,533
535,512,536
489,512,488
537,536,513
487,512,511
537,514,538
464,487,463
488,512,487
464,463,440
487,486,463
462,486,485
487,511,510
486,510,509
486,487,510
556,532,832
531,508,532
461,460,437
484,483,460
394,415,393
394,416,415
413,414,435
392,393,414
349,370,348
349,350,371
392,371,393
370,349,371
350,372,371
373,374,395
351,373,372
351,330,352
394,395,416
417,418,439
462,461,438
484,460,461
417,439,438
440,463,439
439,462,438
463,486,462
374,396,395
374,353,375
791,375,354
397,396,375
375,353,354
374,373,352
309,330,308
331,352,330
351,352,373
331,353,352
354,775,20
775,353,332
20,775,332
354,353,775
820,419,397
354,20,791
419,418,397
833,419,420
376,791,806
490,514,513
420,820,656
610,420,634
538,514,420
833,441,419
440,418,419
416,417,438
396,418,417
441,464,440
465,489,488
441,465,464
466,490,489
419,441,440
442,465,441
442,466,465
833,420,466
420,490,466
420,514,490
442,833,466
442,441,833
489,513,512
489,490,513
420,562,538
585,584,561
420,586,562
585,608,584
610,609,586
654,676,675
420,610,586
633,654,632
586,585,562
586,609,585
562,561,538
584,583,560
537,560,536
561,584,560
514,537,513
560,583,559
561,537,538
561,560,537
558,559,582
535,511,512
558,535,559
534,510,535
581,558,582
832,534,558
581,557,558
581,580,557
604,605,628
581,582,605
673,651,652
672,650,651
605,629,628
630,651,629
674,652,653
651,630,652
629,606,630
605,582,606
584,608,607
585,609,608
630,631,652
633,609,610
674,653,675
631,608,632
696,674,675
695,673,674
697,717,696
736,735,716
715,716,735
695,696,716
674,673,652
695,694,673
789,773,699
789,772,773
773,756,699
773,755,756
675,697,696
737,736,717
756,738,699
756,737,738
676,697,675
718,738,737
698,719,718
699,738,719
738,718,719
737,717,718
653,654,675
677,656,678
632,654,653
633,610,634
631,632,653
608,609,632
655,633,634
632,609,633
676,655,677
634,420,656
656,655,634
676,654,655
698,677,699
655,656,677
677,678,699
656,820,678
719,698,699
718,697,698
